actor_id,first_name,last_name,last_update_x,film_id,last_update_y,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
1,PENELOPE,GUINESS,2006-02-15 04:34:33,23,2006-02-15 05:05:03,ANACONDA CONFESSIONS,A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia,2006,1,,3,0.99,92,9.99,R,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
4,JENNIFER,DAVIS,2006-02-15 04:34:33,23,2006-02-15 05:05:03,ANACONDA CONFESSIONS,A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia,2006,1,,3,0.99,92,9.99,R,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
22,ELVIS,MARX,2006-02-15 04:34:33,23,2006-02-15 05:05:03,ANACONDA CONFESSIONS,A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia,2006,1,,3,0.99,92,9.99,R,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
150,JAYNE,NOLTE,2006-02-15 04:34:33,23,2006-02-15 05:05:03,ANACONDA CONFESSIONS,A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia,2006,1,,3,0.99,92,9.99,R,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
164,HUMPHREY,WILLIS,2006-02-15 04:34:33,23,2006-02-15 05:05:03,ANACONDA CONFESSIONS,A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia,2006,1,,3,0.99,92,9.99,R,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
1,PENELOPE,GUINESS,2006-02-15 04:34:33,25,2006-02-15 05:05:03,ANGELS LIFE,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,2006,1,,3,2.99,74,15.99,G,{'Trailers'},2006-02-15 05:03:42
4,JENNIFER,DAVIS,2006-02-15 04:34:33,25,2006-02-15 05:05:03,ANGELS LIFE,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,2006,1,,3,2.99,74,15.99,G,{'Trailers'},2006-02-15 05:03:42
7,GRACE,MOSTEL,2006-02-15 04:34:33,25,2006-02-15 05:05:03,ANGELS LIFE,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,2006,1,,3,2.99,74,15.99,G,{'Trailers'},2006-02-15 05:03:42
47,JULIA,BARRYMORE,2006-02-15 04:34:33,25,2006-02-15 05:05:03,ANGELS LIFE,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,2006,1,,3,2.99,74,15.99,G,{'Trailers'},2006-02-15 05:03:42
91,CHRISTOPHER,BERRY,2006-02-15 04:34:33,25,2006-02-15 05:05:03,ANGELS LIFE,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,2006,1,,3,2.99,74,15.99,G,{'Trailers'},2006-02-15 05:03:42
136,ED,MANSFIELD,2006-02-15 04:34:33,25,2006-02-15 05:05:03,ANGELS LIFE,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,2006,1,,3,2.99,74,15.99,G,{'Trailers'},2006-02-15 05:03:42
166,NICK,DEGENERES,2006-02-15 04:34:33,25,2006-02-15 05:05:03,ANGELS LIFE,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,2006,1,,3,2.99,74,15.99,G,{'Trailers'},2006-02-15 05:03:42
167,LAURENCE,BULLOCK,2006-02-15 04:34:33,25,2006-02-15 05:05:03,ANGELS LIFE,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,2006,1,,3,2.99,74,15.99,G,{'Trailers'},2006-02-15 05:03:42
187,RENEE,BALL,2006-02-15 04:34:33,25,2006-02-15 05:05:03,ANGELS LIFE,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,2006,1,,3,2.99,74,15.99,G,{'Trailers'},2006-02-15 05:03:42
1,PENELOPE,GUINESS,2006-02-15 04:34:33,106,2006-02-15 05:05:03,BULWORTH COMMANDMENTS,A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback,2006,1,,4,2.99,61,14.99,G,{'Trailers'},2006-02-15 05:03:42
65,ANGELA,HUDSON,2006-02-15 04:34:33,106,2006-02-15 05:05:03,BULWORTH COMMANDMENTS,A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback,2006,1,,4,2.99,61,14.99,G,{'Trailers'},2006-02-15 05:03:42
124,SCARLETT,BENING,2006-02-15 04:34:33,106,2006-02-15 05:05:03,BULWORTH COMMANDMENTS,A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback,2006,1,,4,2.99,61,14.99,G,{'Trailers'},2006-02-15 05:03:42
173,ALAN,DREYFUSS,2006-02-15 04:34:33,106,2006-02-15 05:05:03,BULWORTH COMMANDMENTS,A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback,2006,1,,4,2.99,61,14.99,G,{'Trailers'},2006-02-15 05:03:42
1,PENELOPE,GUINESS,2006-02-15 04:34:33,140,2006-02-15 05:05:03,CHEAPER CLYDE,A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan,2006,1,,6,0.99,87,23.99,G,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
20,LUCILLE,TRACY,2006-02-15 04:34:33,140,2006-02-15 05:05:03,CHEAPER CLYDE,A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan,2006,1,,6,0.99,87,23.99,G,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
1,PENELOPE,GUINESS,2006-02-15 04:34:33,166,2006-02-15 05:05:03,COLOR PHILADELPHIA,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,2006,1,,6,2.99,149,19.99,G,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
106,GROUCHO,DUNST,2006-02-15 04:34:33,166,2006-02-15 05:05:03,COLOR PHILADELPHIA,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,2006,1,,6,2.99,149,19.99,G,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
122,SALMA,NOLTE,2006-02-15 04:34:33,166,2006-02-15 05:05:03,COLOR PHILADELPHIA,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,2006,1,,6,2.99,149,19.99,G,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
129,DARYL,CRAWFORD,2006-02-15 04:34:33,166,2006-02-15 05:05:03,COLOR PHILADELPHIA,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,2006,1,,6,2.99,149,19.99,G,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
163,CHRISTOPHER,WEST,2006-02-15 04:34:33,166,2006-02-15 05:05:03,COLOR PHILADELPHIA,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,2006,1,,6,2.99,149,19.99,G,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
171,OLYMPIA,PFEIFFER,2006-02-15 04:34:33,166,2006-02-15 05:05:03,COLOR PHILADELPHIA,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,2006,1,,6,2.99,149,19.99,G,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
192,JOHN,SUVARI,2006-02-15 04:34:33,166,2006-02-15 05:05:03,COLOR PHILADELPHIA,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,2006,1,,6,2.99,149,19.99,G,"{'Commentaries', 'Behind the Scenes'}",2006-02-15 05:03:42
1,PENELOPE,GUINESS,2006-02-15 04:34:33,277,2006-02-15 05:05:03,ELEPHANT TROJAN,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,2006,1,,4,4.99,126,24.99,PG-13,{'Behind the Scenes'},2006-02-15 05:03:42
24,CAMERON,STREEP,2006-02-15 04:34:33,277,2006-02-15 05:05:03,ELEPHANT TROJAN,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,2006,1,,4,4.99,126,24.99,PG-13,{'Behind the Scenes'},2006-02-15 05:03:42
37,VAL,BOLGER,2006-02-15 04:34:33,277,2006-02-15 05:05:03,ELEPHANT TROJAN,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,2006,1,,4,4.99,126,24.99,PG-13,{'Behind the Scenes'},2006-02-15 05:03:42
107,GINA,DEGENERES,2006-02-15 04:34:33,277,2006-02-15 05:05:03,ELEPHANT TROJAN,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,2006,1,,4,4.99,126,24.99,PG-13,{'Behind the Scenes'},2006-02-15 05:03:42
115,HARRISON,BALE,2006-02-15 04:34:33,277,2006-02-15 05:05:03,ELEPHANT TROJAN,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,2006,1,,4,4.99,126,24.99,PG-13,{'Behind the Scenes'},2006-02-15 05:03:42
1,PENELOPE,GUINESS,2006-02-15 04:34:33,361,2006-02-15 05:05:03,GLEAMING JAWBREAKER,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,2006,1,,5,2.99,89,25.99,NC-17,"{'Commentaries', 'Trailers'}",2006-02-15 05:03:42
66,MARY,TANDY,2006-02-15 04:34:33,361,2006-02-15 05:05:03,GLEAMING JAWBREAKER,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,2006,1,,5,2.99,89,25.99,NC-17,"{'Commentaries', 'Trailers'}",2006-02-15 05:03:42
125,ALBERT,NOLTE,2006-02-15 04:34:33,361,2006-02-15 05:05:03,GLEAMING JAWBREAKER,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,2006,1,,5,2.99,89,25.99,NC-17,"{'Commentaries', 'Trailers'}",2006-02-15 05:03:42
143,RIVER,DEAN,2006-02-15 04:34:33,361,2006-02-15 05:05:03,GLEAMING JAWBREAKER,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,2006,1,,5,2.99,89,25.99,NC-17,"{'Commentaries', 'Trailers'}",2006-02-15 05:03:42
155,IAN,TANDY,2006-02-15 04:34:33,361,2006-02-15 05:05:03,GLEAMING JAWBREAKER,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,2006,1,,5,2.99,89,25.99,NC-17,"{'Commentaries', 'Trailers'}",2006-02-15 05:03:42
166,NICK,DEGENERES,2006-02-15 04:34:33,361,2006-02-15 05:05:03,GLEAMING JAWBREAKER,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,2006,1,,5,2.99,89,25.99,NC-17,"{'Commentaries', 'Trailers'}",2006-02-15 05:03:42
192,JOHN,SUVARI,2006-02-15 04:34:33,361,2006-02-15 05:05:03,GLEAMING JAWBREAKER,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,2006,1,,5,2.99,89,25.99,NC-17,"{'Commentaries', 'Trailers'}",2006-02-15 05:03:42
195,JAYNE,SILVERSTONE,2006-02-15 04:34:33,361,2006-02-15 05:05:03,GLEAMING JAWBREAKER,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,2006,1,,5,2.99,89,25.99,NC-17,"{'Commentaries', 'Trailers'}",2006-02-15 05:03:42
1,PENELOPE,GUINESS,2006-02-15 04:34:33,438,2006-02-15 05:05:03,HUMAN GRAFFITI,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,2006,1,,3,2.99,68,22.99,NC-17,"{'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
16,FRED,COSTNER,2006-02-15 04:34:33,438,2006-02-15 05:05:03,HUMAN GRAFFITI,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,2006,1,,3,2.99,68,22.99,NC-17,"{'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
34,AUDREY,OLIVIER,2006-02-15 04:34:33,438,2006-02-15 05:05:03,HUMAN GRAFFITI,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,2006,1,,3,2.99,68,22.99,NC-17,"{'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
168,WILL,WILSON,2006-02-15 04:34:33,438,2006-02-15 05:05:03,HUMAN GRAFFITI,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,2006,1,,3,2.99,68,22.99,NC-17,"{'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
1,PENELOPE,GUINESS,2006-02-15 04:34:33,499,2006-02-15 05:05:03,KING EVOLUTION,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,2006,1,,3,4.99,184,24.99,NC-17,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
20,LUCILLE,TRACY,2006-02-15 04:34:33,499,2006-02-15 05:05:03,KING EVOLUTION,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,2006,1,,3,4.99,184,24.99,NC-17,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
36,BURT,DUKAKIS,2006-02-15 04:34:33,499,2006-02-15 05:05:03,KING EVOLUTION,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,2006,1,,3,4.99,184,24.99,NC-17,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
118,CUBA,ALLEN,2006-02-15 04:34:33,499,2006-02-15 05:05:03,KING EVOLUTION,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,2006,1,,3,4.99,184,24.99,NC-17,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
187,RENEE,BALL,2006-02-15 04:34:33,499,2006-02-15 05:05:03,KING EVOLUTION,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,2006,1,,3,4.99,184,24.99,NC-17,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
198,MARY,KEITEL,2006-02-15 04:34:33,499,2006-02-15 05:05:03,KING EVOLUTION,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,2006,1,,3,4.99,184,24.99,NC-17,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
1,PENELOPE,GUINESS,2006-02-15 04:34:33,506,2006-02-15 05:05:03,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,2006,1,,4,4.99,67,14.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
48,FRANCES,DAY-LEWIS,2006-02-15 04:34:33,506,2006-02-15 05:05:03,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,2006,1,,4,4.99,67,14.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
49,ANNE,CRONYN,2006-02-15 04:34:33,506,2006-02-15 05:05:03,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,2006,1,,4,4.99,67,14.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
64,RAY,JOHANSSON,2006-02-15 04:34:33,506,2006-02-15 05:05:03,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,2006,1,,4,4.99,67,14.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
104,PENELOPE,CRONYN,2006-02-15 04:34:33,506,2006-02-15 05:05:03,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,2006,1,,4,4.99,67,14.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
115,HARRISON,BALE,2006-02-15 04:34:33,506,2006-02-15 05:05:03,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,2006,1,,4,4.99,67,14.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
180,JEFF,SILVERSTONE,2006-02-15 04:34:33,506,2006-02-15 05:05:03,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,2006,1,,4,4.99,67,14.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
188,ROCK,DUKAKIS,2006-02-15 04:34:33,506,2006-02-15 05:05:03,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,2006,1,,4,4.99,67,14.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
1,PENELOPE,GUINESS,2006-02-15 04:34:33,509,2006-02-15 05:05:03,LANGUAGE COWBOY,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,2006,1,,5,0.99,78,26.99,NC-17,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
6,BETTE,NICHOLSON,2006-02-15 04:34:33,509,2006-02-15 05:05:03,LANGUAGE COWBOY,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,2006,1,,5,0.99,78,26.99,NC-17,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
91,CHRISTOPHER,BERRY,2006-02-15 04:34:33,509,2006-02-15 05:05:03,LANGUAGE COWBOY,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,2006,1,,5,0.99,78,26.99,NC-17,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
119,WARREN,JACKMAN,2006-02-15 04:34:33,509,2006-02-15 05:05:03,LANGUAGE COWBOY,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,2006,1,,5,0.99,78,26.99,NC-17,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
140,WHOOPI,HURT,2006-02-15 04:34:33,509,2006-02-15 05:05:03,LANGUAGE COWBOY,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,2006,1,,5,0.99,78,26.99,NC-17,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
189,CUBA,BIRCH,2006-02-15 04:34:33,509,2006-02-15 05:05:03,LANGUAGE COWBOY,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,2006,1,,5,0.99,78,26.99,NC-17,"{'Deleted Scenes', 'Trailers'}",2006-02-15 05:03:42
1,PENELOPE,GUINESS,2006-02-15 04:34:33,605,2006-02-15 05:05:03,MULHOLLAND BEAST,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,2006,1,,7,2.99,157,13.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
6,BETTE,NICHOLSON,2006-02-15 04:34:33,605,2006-02-15 05:05:03,MULHOLLAND BEAST,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,2006,1,,7,2.99,157,13.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
43,KIRK,JOVOVICH,2006-02-15 04:34:33,605,2006-02-15 05:05:03,MULHOLLAND BEAST,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,2006,1,,7,2.99,157,13.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
57,JUDE,CRUISE,2006-02-15 04:34:33,605,2006-02-15 05:05:03,MULHOLLAND BEAST,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,2006,1,,7,2.99,157,13.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
102,WALTER,TORN,2006-02-15 04:34:33,605,2006-02-15 05:05:03,MULHOLLAND BEAST,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,2006,1,,7,2.99,157,13.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
139,EWAN,GOODING,2006-02-15 04:34:33,605,2006-02-15 05:05:03,MULHOLLAND BEAST,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,2006,1,,7,2.99,157,13.99,PG,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2006-02-15 05:03:42
1,PENELOPE,GUINESS,2006-02-15 04:34:33,635,2006-02-15 05:05:03,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,1,,7,0.99,58,15.99,PG,{'Behind the Scenes'},2006-02-15 05:03:42
4,JENNIFER,DAVIS,2006-02-15 04:34:33,635,2006-02-15 05:05:03,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,1,,7,0.99,58,15.99,PG,{'Behind the Scenes'},2006-02-15 05:03:42
12,KARL,BERRY,2006-02-15 04:34:33,635,2006-02-15 05:05:03,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,1,,7,0.99,58,15.99,PG,{'Behind the Scenes'},2006-02-15 05:03:42
15,CUBA,OLIVIER,2006-02-15 04:34:33,635,2006-02-15 05:05:03,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,1,,7,0.99,58,15.99,PG,{'Behind the Scenes'},2006-02-15 05:03:42
26,RIP,CRAWFORD,2006-02-15 04:34:33,635,2006-02-15 05:05:03,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,1,,7,0.99,58,15.99,PG,{'Behind the Scenes'},2006-02-15 05:03:42
58,CHRISTIAN,AKROYD,2006-02-15 04:34:33,635,2006-02-15 05:05:03,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,1,,7,0.99,58,15.99,PG,{'Behind the Scenes'},2006-02-15 05:03:42
77,CARY,MCCONAUGHEY,2006-02-15 04:34:33,635,2006-02-15 05:05:03,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,1,,7,0.99,58,15.99,PG,{'Behind the Scenes'},2006-02-15 05:03:42
133,RICHARD,PENN,2006-02-15 04:34:33,635,2006-02-15 05:05:03,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,1,,7,0.99,58,15.99,PG,{'Behind the Scenes'},2006-02-15 05:03:42
196,BELA,WALKEN,2006-02-15 04:34:33,635,2006-02-15 05:05:03,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,1,,7,0.99,58,15.99,PG,{'Behind the Scenes'},2006-02-15 05:03:42
1,PENELOPE,GUINESS,2006-02-15 04:34:33,749,2006-02-15 05:05:03,RULES HUMAN,A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House,2006,1,,6,4.99,153,19.99,R,"{'Deleted Scenes', 'Behind the Scenes'}",2006-02-15 05:03:42
59,DUSTIN,TAUTOU,2006-02-15 04:34:33,749,2006-02-15 05:05:03,RULES HUMAN,A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House,2006,1,,6,4.99,153,19.99,R,"{'Deleted Scenes', 'Behind the Scenes'}",2006-02-15 05:03:42
